apartment_id,region,quality_class,area_m2,rooms,work_category,work_name,unit,quantity,unit_price,line_cost
81,Город-миллионник,Стандарт,35.0,1,Стены,Грунтовка стен,м2,87.0,58.16,5059.92
81,Город-миллионник,Стандарт,35.0,1,Стены,Возведение перегородки ГКЛ,м2,1.3,820.41,1066.53
81,Город-миллионник,Стандарт,35.0,1,Стены,Поклейка обоев,м2,75.9,341.36,25909.22
81,Город-миллионник,Стандарт,35.0,1,Стены,Покраска стен,м2,92.7,368.15,34127.5
81,Город-миллионник,Стандарт,35.0,1,Пол,Стяжка пола,м2,27.1,768.01,20813.07
81,Город-миллионник,Стандарт,35.0,1,Пол,Установка плинтуса,мп,22.5,221.49,4983.53
81,Город-миллионник,Стандарт,35.0,1,Потолок,Штукатурка потолка,м2,20.6,609.04,12546.22
81,Город-миллионник,Стандарт,35.0,1,Потолок,Потолок из ГКЛ,м2,23.3,933.83,21758.24
81,Город-миллионник,Стандарт,35.0,1,Потолок,Покраска потолка,м2,33.8,377.11,12746.32
81,Город-миллионник,Стандарт,35.0,1,Электрика,Штробление под проводку,мп,14.0,309.61,4334.54
81,Город-миллионник,Стандарт,35.0,1,Электрика,Монтаж розеток/выключателей,шт,14.0,318.65,4461.1
81,Город-миллионник,Стандарт,35.0,1,Электрика,Монтаж светильников,шт,1.0,595.45,595.45
81,Город-миллионник,Стандарт,35.0,1,Электрика,Сборка электрощита,шт,2.0,5996.54,11993.08
81,Город-миллионник,Стандарт,35.0,1,Сантехника,Установка смесителя,шт,1.0,1492.08,1492.08
81,Город-миллионник,Стандарт,35.0,1,Двери,Монтаж откосов,мп,1.0,641.65,641.65
82,Город-миллионник,Эконом,65.7,3,Демонтаж,Демонтаж обоев,м2,143.1,76.64,10967.18
82,Город-миллионник,Эконом,65.7,3,Демонтаж,Демонтаж перегородки,м2,3.4,331.33,1126.52
82,Город-миллионник,Эконом,65.7,3,Стены,Шпаклёвка стен,м2,139.6,324.56,45308.58
82,Город-миллионник,Эконом,65.7,3,Стены,Грунтовка стен,м2,94.7,46.59,4412.07
82,Город-миллионник,Эконом,65.7,3,Стены,Поклейка обоев,м2,138.1,328.73,45397.61
82,Город-миллионник,Эконом,65.7,3,Пол,Наливной пол,м2,56.2,427.74,24038.99
82,Город-миллионник,Эконом,65.7,3,Пол,Установка плинтуса,мп,47.3,216.57,10243.76
82,Город-миллионник,Эконом,65.7,3,Потолок,Натяжной потолок,м2,47.4,409.35,19403.19
82,Город-миллионник,Эконом,65.7,3,Электрика,Штробление под проводку,мп,26.0,227.28,5909.28
82,Город-миллионник,Эконом,65.7,3,Электрика,Прокладка кабеля,мп,26.0,99.44,2585.44
82,Город-миллионник,Эконом,65.7,3,Электрика,Монтаж розеток/выключателей,шт,26.0,297.02,7722.52
82,Город-миллионник,Эконом,65.7,3,Электрика,Монтаж светильников,шт,3.0,456.91,1370.73
82,Город-миллионник,Эконом,65.7,3,Электрика,Сборка электрощита,шт,2.0,4456.52,8913.04
82,Город-миллионник,Эконом,65.7,3,Сантехника,Разводка труб (точка),точка,26.0,1819.59,47309.34
82,Город-миллионник,Эконом,65.7,3,Сантехника,Установка смесителя,шт,1.0,1061.61,1061.61
82,Город-миллионник,Эконом,65.7,3,Сантехника,Установка унитаза,шт,1.0,2082.11,2082.11
82,Город-миллионник,Эконом,65.7,3,Двери,Установка межкомнатной двери,шт,3.0,2631.68,7895.04
82,Город-миллионник,Эконом,65.7,3,Двери,Монтаж откосов,мп,4.0,645.8,2583.2
83,Санкт-Петербург,Эконом,48.5,2,Демонтаж,Демонтаж стяжки,м2,42.4,301.41,12779.78
83,Санкт-Петербург,Эконом,48.5,2,Демонтаж,Демонтаж перегородки,м2,2.2,401.69,883.72
83,Санкт-Петербург,Эконом,48.5,2,Стены,Штукатурка стен по маякам,м2,111.0,535.27,59414.97
83,Санкт-Петербург,Эконом,48.5,2,Стены,Грунтовка стен,м2,120.0,52.67,6320.4
83,Санкт-Петербург,Эконом,48.5,2,Стены,Поклейка обоев,м2,101.4,389.12,39456.77
83,Санкт-Петербург,Эконом,48.5,2,Стены,Укладка плитки на стену,м2,103.3,1430.65,147786.15
83,Санкт-Петербург,Эконом,48.5,2,Пол,Стяжка пола,м2,45.3,741.73,33600.37
83,Санкт-Петербург,Эконом,48.5,2,Пол,Наливной пол,м2,38.4,515.76,19805.18
83,Санкт-Петербург,Эконом,48.5,2,Пол,Укладка ламината,м2,25.9,405.51,10502.71
83,Санкт-Петербург,Эконом,48.5,2,Потолок,Натяжной потолок,м2,37.2,461.63,17172.64
83,Санкт-Петербург,Эконом,48.5,2,Потолок,Покраска потолка,м2,27.3,301.18,8222.21
83,Санкт-Петербург,Эконом,48.5,2,Электрика,Прокладка кабеля,мп,20.0,121.22,2424.4
83,Санкт-Петербург,Эконом,48.5,2,Электрика,Монтаж розеток/выключателей,шт,20.0,297.62,5952.4
83,Санкт-Петербург,Эконом,48.5,2,Электрика,Сборка электрощита,шт,2.0,6280.16,12560.32
83,Санкт-Петербург,Эконом,48.5,2,Сантехника,Установка унитаза,шт,2.0,2380.26,4760.52
83,Санкт-Петербург,Эконом,48.5,2,Двери,Установка входной двери,шт,2.0,4989.65,9979.3
84,Москва,Комфорт,87.3,4,Демонтаж,Демонтаж обоев,м2,125.9,149.06,18766.65
84,Москва,Комфорт,87.3,4,Стены,Штукатурка стен по маякам,м2,224.7,989.6,222363.12
84,Москва,Комфорт,87.3,4,Стены,Шпаклёвка стен,м2,222.3,549.8,122220.54
84,Москва,Комфорт,87.3,4,Стены,Возведение перегородки ГКЛ,м2,5.5,1582.52,8703.86
84,Москва,Комфорт,87.3,4,Стены,Укладка плитки на стену,м2,202.7,2477.12,502112.22
84,Москва,Комфорт,87.3,4,Пол,Укладка плитки на пол,м2,51.6,2048.9,105723.24
84,Москва,Комфорт,87.3,4,Потолок,Натяжной потолок,м2,60.3,918.64,55393.99
84,Москва,Комфорт,87.3,4,Потолок,Покраска потолка,м2,70.3,515.95,36271.29
84,Москва,Комфорт,87.3,4,Электрика,Штробление под проводку,мп,32.0,427.68,13685.76
84,Москва,Комфорт,87.3,4,Электрика,Прокладка кабеля,мп,32.0,228.98,7327.36
84,Москва,Комфорт,87.3,4,Сантехника,Разводка труб (точка),точка,32.0,4512.91,144413.12
84,Москва,Комфорт,87.3,4,Сантехника,Установка смесителя,шт,2.0,2946.6,5893.2
84,Москва,Комфорт,87.3,4,Двери,Установка межкомнатной двери,шт,4.0,6626.62,26506.48
84,Москва,Комфорт,87.3,4,Двери,Установка входной двери,шт,2.0,8945.66,17891.32
85,Регион,Премиум,81.2,3,Демонтаж,Демонтаж обоев,м2,204.6,103.21,21116.77
85,Регион,Премиум,81.2,3,Стены,Шпаклёвка стен,м2,199.5,413.5,82493.25
85,Регион,Премиум,81.2,3,Стены,Грунтовка стен,м2,122.1,72.43,8843.7
85,Регион,Премиум,81.2,3,Стены,Поклейка обоев,м2,209.1,511.54,106963.01
85,Регион,Премиум,81.2,3,Стены,Покраска стен,м2,155.0,482.84,74840.2
85,Регион,Премиум,81.2,3,Пол,Стяжка пола,м2,61.3,818.89,50197.96
85,Регион,Премиум,81.2,3,Пол,Укладка плитки на пол,м2,71.3,1573.83,112214.08
85,Регион,Премиум,81.2,3,Пол,Установка плинтуса,мп,68.2,264.65,18049.13
85,Регион,Премиум,81.2,3,Потолок,Потолок из ГКЛ,м2,48.8,1508.45,73612.36
85,Регион,Премиум,81.2,3,Потолок,Покраска потолка,м2,68.9,338.99,23356.41
85,Регион,Премиум,81.2,3,Электрика,Прокладка кабеля,мп,26.0,171.77,4466.02
85,Регион,Премиум,81.2,3,Электрика,Монтаж розеток/выключателей,шт,26.0,399.36,10383.36
85,Регион,Премиум,81.2,3,Электрика,Монтаж светильников,шт,3.0,728.92,2186.76
85,Регион,Премиум,81.2,3,Сантехника,Разводка труб (точка),точка,26.0,3888.19,101092.94
85,Регион,Премиум,81.2,3,Сантехника,Установка унитаза,шт,1.0,2593.82,2593.82
85,Регион,Премиум,81.2,3,Сантехника,Установка раковины,шт,1.0,2650.04,2650.04
85,Регион,Премиум,81.2,3,Двери,Установка межкомнатной двери,шт,3.0,4468.23,13404.69
86,Москва,Эконом,67.8,3,Демонтаж,Демонтаж перегородки,м2,2.9,433.1,1255.99
86,Москва,Эконом,67.8,3,Стены,Шпаклёвка стен,м2,138.6,409.37,56738.68
86,Москва,Эконом,67.8,3,Стены,Грунтовка стен,м2,146.6,65.79,9644.81
86,Москва,Эконом,67.8,3,Стены,Укладка плитки на стену,м2,167.2,1305.61,218297.99
86,Москва,Эконом,67.8,3,Пол,Стяжка пола,м2,40.5,759.21,30748.0
86,Москва,Эконом,67.8,3,Пол,Наливной пол,м2,37.9,564.98,21412.74
86,Москва,Эконом,67.8,3,Пол,Укладка ламината,м2,50.1,544.39,27273.94
86,Москва,Эконом,67.8,3,Пол,Укладка плитки на пол,м2,58.1,1488.36,86473.72
86,Москва,Эконом,67.8,3,Пол,Установка плинтуса,мп,41.5,294.5,12221.75
86,Москва,Эконом,67.8,3,Потолок,Натяжной потолок,м2,35.3,586.34,20697.8
86,Москва,Эконом,67.8,3,Потолок,Потолок из ГКЛ,м2,62.5,1207.64,75477.5
86,Москва,Эконом,67.8,3,Электрика,Штробление под проводку,мп,26.0,331.82,8627.32
86,Москва,Эконом,67.8,3,Электрика,Монтаж розеток/выключателей,шт,26.0,390.36,10149.36
86,Москва,Эконом,67.8,3,Электрика,Монтаж светильников,шт,4.0,685.76,2743.04
86,Москва,Эконом,67.8,3,Электрика,Сборка электрощита,шт,1.0,6258.73,6258.73
86,Москва,Эконом,67.8,3,Сантехника,Разводка труб (точка),точка,26.0,2571.63,66862.38
86,Москва,Эконом,67.8,3,Сантехника,Установка смесителя,шт,2.0,1603.08,3206.16
86,Москва,Эконом,67.8,3,Сантехника,Установка раковины,шт,2.0,2413.67,4827.34
86,Москва,Эконом,67.8,3,Двери,Установка межкомнатной двери,шт,3.0,3824.39,11473.17
86,Москва,Эконом,67.8,3,Двери,Установка входной двери,шт,1.0,6156.09,6156.09
87,Санкт-Петербург,Стандарт,61.2,3,Демонтаж,Демонтаж обоев,м2,144.3,113.95,16442.98
87,Санкт-Петербург,Стандарт,61.2,3,Демонтаж,Демонтаж стяжки,м2,55.7,402.93,22443.2
87,Санкт-Петербург,Стандарт,61.2,3,Стены,Штукатурка стен по маякам,м2,164.6,608.46,100152.52
87,Санкт-Петербург,Стандарт,61.2,3,Стены,Шпаклёвка стен,м2,103.2,409.66,42276.91
87,Санкт-Петербург,Стандарт,61.2,3,Стены,Грунтовка стен,м2,102.4,75.02,7682.05
87,Санкт-Петербург,Стандарт,61.2,3,Пол,Стяжка пола,м2,55.6,762.99,42422.24
87,Санкт-Петербург,Стандарт,61.2,3,Пол,Наливной пол,м2,32.3,542.3,17516.29
87,Санкт-Петербург,Стандарт,61.2,3,Пол,Укладка ламината,м2,50.6,571.81,28933.59
87,Санкт-Петербург,Стандарт,61.2,3,Пол,Установка плинтуса,мп,32.0,308.29,9865.28
87,Санкт-Петербург,Стандарт,61.2,3,Потолок,Натяжной потолок,м2,32.9,635.22,20898.74
87,Санкт-Петербург,Стандарт,61.2,3,Потолок,Потолок из ГКЛ,м2,31.0,1175.74,36447.94
87,Санкт-Петербург,Стандарт,61.2,3,Потолок,Покраска потолка,м2,40.1,396.49,15899.25
87,Санкт-Петербург,Стандарт,61.2,3,Электрика,Штробление под проводку,мп,26.0,346.19,9000.94
87,Санкт-Петербург,Стандарт,61.2,3,Электрика,Прокладка кабеля,мп,26.0,128.88,3350.88
87,Санкт-Петербург,Стандарт,61.2,3,Электрика,Монтаж розеток/выключателей,шт,26.0,428.58,11143.08
87,Санкт-Петербург,Стандарт,61.2,3,Электрика,Монтаж светильников,шт,3.0,590.75,1772.25
87,Санкт-Петербург,Стандарт,61.2,3,Сантехника,Разводка труб (точка),точка,26.0,2989.62,77730.12
87,Санкт-Петербург,Стандарт,61.2,3,Сантехника,Установка смесителя,шт,2.0,1750.37,3500.74
87,Санкт-Петербург,Стандарт,61.2,3,Сантехника,Установка унитаза,шт,1.0,3147.43,3147.43
87,Санкт-Петербург,Стандарт,61.2,3,Сантехника,Установка раковины,шт,2.0,2773.41,5546.82
87,Санкт-Петербург,Стандарт,61.2,3,Двери,Установка межкомнатной двери,шт,3.0,4645.95,13937.85
87,Санкт-Петербург,Стандарт,61.2,3,Двери,Монтаж откосов,мп,3.6,772.21,2779.96
88,Город-миллионник,Стандарт,82.0,3,Стены,Штукатурка стен по маякам,м2,173.7,587.69,102081.75
88,Город-миллионник,Стандарт,82.0,3,Стены,Шпаклёвка стен,м2,165.9,340.08,56419.27
88,Город-миллионник,Стандарт,82.0,3,Пол,Стяжка пола,м2,66.7,615.93,41082.53
88,Город-миллионник,Стандарт,82.0,3,Пол,Наливной пол,м2,47.4,468.67,22214.96
88,Город-миллионник,Стандарт,82.0,3,Потолок,Натяжной потолок,м2,77.0,594.77,45797.29
88,Город-миллионник,Стандарт,82.0,3,Потолок,Покраска потолка,м2,45.8,328.16,15029.73
88,Город-миллионник,Стандарт,82.0,3,Электрика,Штробление под проводку,мп,26.0,325.92,8473.92
88,Город-миллионник,Стандарт,82.0,3,Электрика,Прокладка кабеля,мп,26.0,146.54,3810.04
88,Город-миллионник,Стандарт,82.0,3,Сантехника,Разводка труб (точка),точка,26.0,2955.56,76844.56
88,Город-миллионник,Стандарт,82.0,3,Сантехника,Установка смесителя,шт,2.0,1569.75,3139.5
88,Город-миллионник,Стандарт,82.0,3,Сантехника,Установка унитаза,шт,2.0,2459.79,4919.58
88,Город-миллионник,Стандарт,82.0,3,Сантехника,Установка раковины,шт,2.0,1952.63,3905.26
88,Город-миллионник,Стандарт,82.0,3,Двери,Установка межкомнатной двери,шт,3.0,3760.03,11280.09
88,Город-миллионник,Стандарт,82.0,3,Двери,Монтаж откосов,мп,2.4,741.38,1779.31
89,Регион,Комфорт,40.4,1,Демонтаж,Демонтаж плитки,м2,23.3,247.43,5765.12
89,Регион,Комфорт,40.4,1,Стены,Штукатурка стен по маякам,м2,66.9,496.16,33193.1
89,Регион,Комфорт,40.4,1,Стены,Шпаклёвка стен,м2,104.6,362.03,37868.34
89,Регион,Комфорт,40.4,1,Стены,Грунтовка стен,м2,64.5,54.59,3521.06
89,Регион,Комфорт,40.4,1,Стены,Покраска стен,м2,58.3,305.04,17783.83
89,Регион,Комфорт,40.4,1,Стены,Укладка плитки на стену,м2,56.3,1554.65,87526.8
89,Регион,Комфорт,40.4,1,Пол,Стяжка пола,м2,22.1,729.3,16117.53
89,Регион,Комфорт,40.4,1,Пол,Укладка ламината,м2,27.2,477.36,12984.19
89,Регион,Комфорт,40.4,1,Пол,Укладка плитки на пол,м2,22.6,1746.93,39480.62
89,Регион,Комфорт,40.4,1,Пол,Установка плинтуса,мп,39.8,203.43,8096.51
89,Регион,Комфорт,40.4,1,Потолок,Потолок из ГКЛ,м2,31.4,1054.15,33100.31
89,Регион,Комфорт,40.4,1,Электрика,Прокладка кабеля,мп,14.0,101.69,1423.66
89,Регион,Комфорт,40.4,1,Электрика,Монтаж светильников,шт,1.0,661.0,661.0
89,Регион,Комфорт,40.4,1,Электрика,Сборка электрощита,шт,2.0,5921.24,11842.48
89,Регион,Комфорт,40.4,1,Сантехника,Установка смесителя,шт,1.0,1488.51,1488.51
89,Регион,Комфорт,40.4,1,Сантехника,Установка унитаза,шт,2.0,2777.17,5554.34
89,Регион,Комфорт,40.4,1,Сантехника,Установка ванны,шт,1.0,3280.33,3280.33
89,Регион,Комфорт,40.4,1,Сантехника,Установка раковины,шт,1.0,1694.89,1694.89
89,Регион,Комфорт,40.4,1,Двери,Установка межкомнатной двери,шт,1.0,3342.72,3342.72
89,Регион,Комфорт,40.4,1,Двери,Монтаж откосов,мп,1.0,671.58,671.58
90,Санкт-Петербург,Эконом,76.6,3,Демонтаж,Демонтаж плитки,м2,45.3,226.61,10265.43
90,Санкт-Петербург,Эконом,76.6,3,Демонтаж,Демонтаж стяжки,м2,44.3,338.43,14992.45
90,Санкт-Петербург,Эконом,76.6,3,Стены,Штукатурка стен по маякам,м2,170.6,534.74,91226.64
90,Санкт-Петербург,Эконом,76.6,3,Стены,Шпаклёвка стен,м2,198.4,249.27,49455.17
90,Санкт-Петербург,Эконом,76.6,3,Стены,Грунтовка стен,м2,178.0,49.97,8894.66
90,Санкт-Петербург,Эконом,76.6,3,Стены,Возведение перегородки ГКЛ,м2,3.2,668.08,2137.86
90,Санкт-Петербург,Эконом,76.6,3,Стены,Поклейка обоев,м2,107.9,385.81,41628.9
90,Санкт-Петербург,Эконом,76.6,3,Пол,Стяжка пола,м2,51.4,747.48,38420.47
90,Санкт-Петербург,Эконом,76.6,3,Пол,Установка плинтуса,мп,51.5,255.19,13142.28
90,Санкт-Петербург,Эконом,76.6,3,Потолок,Натяжной потолок,м2,53.3,495.08,26387.76
90,Санкт-Петербург,Эконом,76.6,3,Электрика,Прокладка кабеля,мп,26.0,133.04,3459.04
90,Санкт-Петербург,Эконом,76.6,3,Электрика,Монтаж розеток/выключателей,шт,26.0,326.01,8476.26
90,Санкт-Петербург,Эконом,76.6,3,Электрика,Монтаж светильников,шт,4.0,608.19,2432.76
90,Санкт-Петербург,Эконом,76.6,3,Электрика,Сборка электрощита,шт,2.0,6213.22,12426.44
90,Санкт-Петербург,Эконом,76.6,3,Сантехника,Установка смесителя,шт,2.0,1258.81,2517.62
90,Санкт-Петербург,Эконом,76.6,3,Сантехника,Установка ванны,шт,2.0,3667.92,7335.84
90,Санкт-Петербург,Эконом,76.6,3,Сантехника,Установка раковины,шт,2.0,1889.85,3779.7
90,Санкт-Петербург,Эконом,76.6,3,Двери,Установка входной двери,шт,1.0,4258.47,4258.47
91,Москва,Стандарт,59.3,2,Демонтаж,Демонтаж обоев,м2,103.3,115.34,11914.62
91,Москва,Стандарт,59.3,2,Демонтаж,Демонтаж стяжки,м2,51.9,408.66,21209.45
91,Москва,Стандарт,59.3,2,Стены,Штукатурка стен по маякам,м2,92.5,806.29,74581.82
91,Москва,Стандарт,59.3,2,Стены,Шпаклёвка стен,м2,95.7,429.11,41065.83
91,Москва,Стандарт,59.3,2,Стены,Грунтовка стен,м2,97.3,87.71,8534.18
91,Москва,Стандарт,59.3,2,Стены,Возведение перегородки ГКЛ,м2,2.2,854.18,1879.2
91,Москва,Стандарт,59.3,2,Стены,Поклейка обоев,м2,105.0,662.98,69612.9
91,Москва,Стандарт,59.3,2,Стены,Покраска стен,м2,152.7,379.08,57885.52
91,Москва,Стандарт,59.3,2,Пол,Стяжка пола,м2,40.1,823.8,33034.38
91,Москва,Стандарт,59.3,2,Пол,Установка плинтуса,мп,48.6,296.67,14418.16
91,Москва,Стандарт,59.3,2,Потолок,Штукатурка потолка,м2,53.1,876.79,46557.55
91,Москва,Стандарт,59.3,2,Потолок,Натяжной потолок,м2,57.4,682.49,39174.93
91,Москва,Стандарт,59.3,2,Потолок,Покраска потолка,м2,54.4,377.3,20525.12
91,Москва,Стандарт,59.3,2,Электрика,Штробление под проводку,мп,20.0,482.08,9641.6
91,Москва,Стандарт,59.3,2,Электрика,Сборка электрощита,шт,2.0,7536.5,15073.0
91,Москва,Стандарт,59.3,2,Сантехника,Установка смесителя,шт,1.0,2054.76,2054.76
91,Москва,Стандарт,59.3,2,Двери,Установка межкомнатной двери,шт,3.0,4502.13,13506.39
91,Москва,Стандарт,59.3,2,Двери,Установка входной двери,шт,2.0,7461.18,14922.36
92,Крупный город,Эконом,36.7,1,Демонтаж,Демонтаж стяжки,м2,32.5,212.96,6921.2
92,Крупный город,Эконом,36.7,1,Стены,Штукатурка стен по маякам,м2,91.1,434.0,39537.4
92,Крупный город,Эконом,36.7,1,Стены,Шпаклёвка стен,м2,97.5,204.58,19946.55
92,Крупный город,Эконом,36.7,1,Пол,Стяжка пола,м2,33.0,481.76,15898.08
92,Крупный город,Эконом,36.7,1,Пол,Укладка ламината,м2,36.1,368.5,13302.85
92,Крупный город,Эконом,36.7,1,Пол,Установка плинтуса,мп,21.3,166.14,3538.78
92,Крупный город,Эконом,36.7,1,Потолок,Штукатурка потолка,м2,31.1,532.49,16560.44
92,Крупный город,Эконом,36.7,1,Потолок,Натяжной потолок,м2,31.4,382.21,12001.39
92,Крупный город,Эконом,36.7,1,Электрика,Штробление под проводку,мп,14.0,202.68,2837.52
92,Крупный город,Эконом,36.7,1,Электрика,Прокладка кабеля,мп,14.0,82.37,1153.18
92,Крупный город,Эконом,36.7,1,Электрика,Монтаж розеток/выключателей,шт,14.0,266.17,3726.38
92,Крупный город,Эконом,36.7,1,Электрика,Монтаж светильников,шт,1.0,429.12,429.12
92,Крупный город,Эконом,36.7,1,Сантехника,Разводка труб (точка),точка,14.0,1496.42,20949.88
92,Крупный город,Эконом,36.7,1,Сантехника,Установка смесителя,шт,1.0,957.73,957.73
92,Крупный город,Эконом,36.7,1,Сантехника,Установка раковины,шт,1.0,1333.58,1333.58
92,Крупный город,Эконом,36.7,1,Двери,Установка межкомнатной двери,шт,1.0,2260.9,2260.9
93,Крупный город,Комфорт,52.5,2,Демонтаж,Демонтаж перегородки,м2,2.4,514.67,1235.21
93,Крупный город,Комфорт,52.5,2,Стены,Штукатурка стен по маякам,м2,105.9,664.45,70365.26
93,Крупный город,Комфорт,52.5,2,Стены,Шпаклёвка стен,м2,136.0,388.32,52811.52
93,Крупный город,Комфорт,52.5,2,Стены,Грунтовка стен,м2,90.3,62.63,5655.49
93,Крупный город,Комфорт,52.5,2,Стены,Поклейка обоев,м2,95.6,456.58,43649.05
93,Крупный город,Комфорт,52.5,2,Стены,Укладка плитки на стену,м2,132.5,1943.18,257471.35
93,Крупный город,Комфорт,52.5,2,Пол,Стяжка пола,м2,31.6,740.06,23385.9
93,Крупный город,Комфорт,52.5,2,Пол,Укладка плитки на пол,м2,51.8,1615.32,83673.58
93,Крупный город,Комфорт,52.5,2,Пол,Установка плинтуса,мп,31.6,273.25,8634.7
93,Крупный город,Комфорт,52.5,2,Потолок,Натяжной потолок,м2,38.4,577.3,22168.32
93,Крупный город,Комфорт,52.5,2,Электрика,Прокладка кабеля,мп,20.0,135.32,2706.4
93,Крупный город,Комфорт,52.5,2,Электрика,Монтаж розеток/выключателей,шт,20.0,392.57,7851.4
93,Крупный город,Комфорт,52.5,2,Электрика,Сборка электрощита,шт,1.0,6665.33,6665.33
93,Крупный город,Комфорт,52.5,2,Сантехника,Разводка труб (точка),точка,20.0,3066.49,61329.8
93,Крупный город,Комфорт,52.5,2,Сантехника,Установка смесителя,шт,1.0,1661.29,1661.29
93,Крупный город,Комфорт,52.5,2,Сантехника,Установка ванны,шт,2.0,3451.75,6903.5
93,Крупный город,Комфорт,52.5,2,Двери,Установка межкомнатной двери,шт,2.0,3924.48,7848.96
93,Крупный город,Комфорт,52.5,2,Двери,Монтаж откосов,мп,2.5,892.83,2232.08
94,Москва,Эконом,35.7,1,Демонтаж,Демонтаж плитки,м2,34.8,265.2,9228.96
94,Москва,Эконом,35.7,1,Демонтаж,Демонтаж стяжки,м2,25.9,288.51,7472.41
94,Москва,Эконом,35.7,1,Стены,Штукатурка стен по маякам,м2,64.6,571.68,36930.53
94,Москва,Эконом,35.7,1,Стены,Шпаклёвка стен,м2,85.9,354.27,30431.79
94,Москва,Эконом,35.7,1,Стены,Грунтовка стен,м2,53.7,67.64,3632.27
94,Москва,Эконом,35.7,1,Стены,Поклейка обоев,м2,68.0,448.44,30493.92
94,Москва,Эконом,35.7,1,Стены,Покраска стен,м2,92.4,515.47,47629.43
94,Москва,Эконом,35.7,1,Стены,Укладка плитки на стену,м2,72.6,1745.06,126691.36
94,Москва,Эконом,35.7,1,Пол,Укладка ламината,м2,34.1,628.54,21433.21
94,Москва,Эконом,35.7,1,Пол,Установка плинтуса,мп,20.6,237.54,4893.32
94,Москва,Эконом,35.7,1,Потолок,Штукатурка потолка,м2,30.1,674.59,20305.16
94,Москва,Эконом,35.7,1,Потолок,Натяжной потолок,м2,22.9,689.17,15781.99
94,Москва,Эконом,35.7,1,Потолок,Потолок из ГКЛ,м2,29.8,963.13,28701.27
94,Москва,Эконом,35.7,1,Потолок,Покраска потолка,м2,30.8,327.65,10091.62
94,Москва,Эконом,35.7,1,Электрика,Прокладка кабеля,мп,14.0,151.64,2122.96
94,Москва,Эконом,35.7,1,Электрика,Монтаж розеток/выключателей,шт,14.0,369.11,5167.54
94,Москва,Эконом,35.7,1,Электрика,Монтаж светильников,шт,1.0,799.22,799.22
94,Москва,Эконом,35.7,1,Сантехника,Разводка труб (точка),точка,14.0,3064.03,42896.42
94,Москва,Эконом,35.7,1,Сантехника,Установка ванны,шт,1.0,3893.7,3893.7
94,Москва,Эконом,35.7,1,Сантехника,Установка раковины,шт,1.0,2575.9,2575.9
94,Москва,Эконом,35.7,1,Двери,Установка межкомнатной двери,шт,1.0,3584.02,3584.02
95,Санкт-Петербург,Стандарт,97.0,4,Демонтаж,Демонтаж обоев,м2,260.7,106.69,27814.08
95,Санкт-Петербург,Стандарт,97.0,4,Демонтаж,Демонтаж перегородки,м2,5.2,512.37,2664.32
95,Санкт-Петербург,Стандарт,97.0,4,Стены,Штукатурка стен по маякам,м2,192.8,571.51,110187.13
95,Санкт-Петербург,Стандарт,97.0,4,Стены,Шпаклёвка стен,м2,250.7,366.51,91884.06
95,Санкт-Петербург,Стандарт,97.0,4,Стены,Грунтовка стен,м2,245.9,70.26,17276.93
95,Санкт-Петербург,Стандарт,97.0,4,Стены,Возведение перегородки ГКЛ,м2,5.5,907.94,4993.67
95,Санкт-Петербург,Стандарт,97.0,4,Пол,Стяжка пола,м2,57.2,840.75,48090.9
95,Санкт-Петербург,Стандарт,97.0,4,Пол,Наливной пол,м2,71.3,738.02,52620.83
95,Санкт-Петербург,Стандарт,97.0,4,Пол,Укладка плитки на пол,м2,63.2,1691.13,106879.42
95,Санкт-Петербург,Стандарт,97.0,4,Пол,Установка плинтуса,мп,50.7,275.81,13983.57
95,Санкт-Петербург,Стандарт,97.0,4,Потолок,Штукатурка потолка,м2,97.0,770.31,74720.07
95,Санкт-Петербург,Стандарт,97.0,4,Потолок,Натяжной потолок,м2,73.4,626.34,45973.36
95,Санкт-Петербург,Стандарт,97.0,4,Потолок,Потолок из ГКЛ,м2,96.6,1085.35,104844.81
95,Санкт-Петербург,Стандарт,97.0,4,Потолок,Покраска потолка,м2,70.3,383.2,26938.96
95,Санкт-Петербург,Стандарт,97.0,4,Электрика,Штробление под проводку,мп,32.0,344.14,11012.48
95,Санкт-Петербург,Стандарт,97.0,4,Электрика,Прокладка кабеля,мп,32.0,134.79,4313.28
95,Санкт-Петербург,Стандарт,97.0,4,Электрика,Монтаж светильников,шт,5.0,743.67,3718.35
95,Санкт-Петербург,Стандарт,97.0,4,Электрика,Сборка электрощита,шт,1.0,6583.76,6583.76
95,Санкт-Петербург,Стандарт,97.0,4,Сантехника,Разводка труб (точка),точка,32.0,2668.46,85390.72
95,Санкт-Петербург,Стандарт,97.0,4,Сантехника,Установка смесителя,шт,2.0,2214.95,4429.9
95,Санкт-Петербург,Стандарт,97.0,4,Сантехника,Установка унитаза,шт,1.0,2843.22,2843.22
95,Санкт-Петербург,Стандарт,97.0,4,Сантехника,Установка ванны,шт,2.0,4170.59,8341.18
95,Санкт-Петербург,Стандарт,97.0,4,Двери,Установка межкомнатной двери,шт,5.0,5086.13,25430.65
95,Санкт-Петербург,Стандарт,97.0,4,Двери,Монтаж откосов,мп,3.5,757.94,2652.79
96,Город-миллионник,Стандарт,62.2,2,Стены,Штукатурка стен по маякам,м2,134.9,524.84,70800.92
96,Город-миллионник,Стандарт,62.2,2,Стены,Шпаклёвка стен,м2,121.2,352.56,42730.27
