text,star_width,rating
"Андрей — опытный мастер, который разбирается во всех аспектах ремонта. Он помог мне выбрать подходящие материалы и дизайн, исходя из моих потребностей и бюджета. Он также держал меня в курсе процесса на каждом этапе, что давало мне уверенность в том, что все идет по плану.",65,5.0
"Квартира 57 квадратов в черновом варианте. Старт работ 15 марта 2022 года, до сих пор не закончил. Ремонт делать забросил с осени 2022. На связь перестал выходить с конца мая 2023. Набрал предоплат на материалы и работы раздавал обещания. Оставил квартиру в руинах и мусоре, паркет уже отходит, окна после него под замену, пол и раздвижные двери менять, плитка в ванной в сколах неправильно уложена и т.п.",13,1.0
Мы работали с этими ребятами.а именно делали ремонт.все прошло успешно и в срок.всегда были на связи и выполнили ремонт качественно,65,5.0
Работали с ребятами. Всем рекомендую. Все сделали хорошо.без пробл.понравилось цена качество.все замечательно,65,5.0
Нам очень понравилось сотрудничать с ребятами. Всем рекомендую. Оплата по факту нас все устроило.рботы выполнили в срок,65,5.0
Работали с ребятами все понравилось все быстро и в срок решали вопросы.были разные моменты по работе.но это рабочие моменты я считаю поэтому все решили рекомендую 89032853367,65,5.0
Не верьтем плохим отзывам.отлично работают ребята. Нас все устраивает. Всем рекомендую. Дизайн интерьера и дизайн проект помогли сделать и выполнили работу качественно. Всем рекомендую 89637576994,65,5.0
Работали с этим прорабом!Все работы выполнены в срок и качественно. Рекомендую всем 8 9637576994 Помогал с выбором материала.Помогли с дизайн проектом,65,5.0
"Меня приятно удивило: Оперативное действие, профессиональный подход прораба, точный расчет сроков работы и материалов, работа выполнена сравнительно не дорого. Очень приятно общаться со всем персоналом этой фирмы, когда тебя понимают и помогают во всех отношениях и грамотно подходят ко всем проблемам. Особо хочу отметить прораба Крицкую Ирину Дмитриевну",65,5.0
"Исполнилось весь ремонт, качество ужасное, умеет только петь в уши",13,1.0
"Несколько лет назад при поиске ремкомпании обнаружил видео сервиса Ремонтный Вопрос о подборе ремонтников и понял что этот сервис как раз то что я искал и заказал ремонт. Ремонт понравился всей нашей семье, а я стал использовать сервис РВ на работе. Я работаю в компании которая сдает квартиры в ренту и соответственно ремонты мы заказываем постоянно. Много читаю отзывов о работе стройкомпаний, основные претензии сводятся к тому, что заказчики заплатили аванс или предоплату, а им плохой ремонт сделали. А зачем платить заранее? Ведь все проблемы от этого! Но наша организация так не платит. Платим, только если результат понравился. Лично я заказываю ремонты через сервис Ремонтный Вопрос, просто потому, что все рекомендуемые ремонтники готовы работать без предоплаты. Так как я не собственник, то мне отчитываться перед боссом. А так, ну сделают плохо — переделают или мы не оплачу им ремонт. Сами менеджеры r-vopros,ru настаивают на том, чтоб клиенты не платили вперед. Еще ключевой момент — сравнивайте цены пожалуйста. Я сам обжигался на этом. Бывало заплатишь мастерам за ремонт, а когда сравнишь с расценками других бригад, понимаешь, что переплатил. В общем, я просто перепоручил подбор ремонтников Ремонтному Вопросу. Присылают несколько проверенных бригад для сравнения, контролируют ход ремонта и сроки, а также чтоб сметы составили правильно и т п. Подробно говорить не буду, вот адрес на услугу о которой говорю",52,4.0
"Не знал бы что делать если бы не видео с сервиса Ремонтный Вопрос о подборе ремонтников. Года три назад надо было срочно сделать ремонт квартиры. В интернет обнаружил это видео и заказал ремонт на сервисе РВ. В итоге ремонт сделали быстро недорого и качественно. Сейчас сервисом РВ пользуются все мои друзья родичи и знакомые, а я так просто нещадно эксплуатирую сервис на работе. Я несколько лет работаю в фирме занимающаяся сдачей квартир в ренту и соответственно ремонты мы заказываем постоянно. На многих форумах основные претензии сводятся к тому, что заказчик заплатил заранее, а им плохо сделали ремонт. А зачем платить заранее? Ведь все проблемы от этого! Я знаю, я много выбирал ремонтников и все хотят предоплаты мотивируя по разному. Но мы так не платим. Платим, только если результат понравился. Лично я заказываю мастеров через сервис Ремонтный Вопрос, просто потому, что все рекомендуемые ремонтники готовы работать без предоплаты по этапам, что реально помогает спать спокойно. Так как я не собственник, то мне отчитываться перед боссом. А так, ну сделают плохо — переделают или я не заплачу. И сами менеджеры r-vopros,ru настаивают на том, чтоб не платили вперед. Ключевой момент — сравнивайте цены пожалуйста. Я сам обжигался. 30 номеров выписал, до 15 дозвонился, 7 отказали, так как заняты, из оставшихся 8, половину отсеял по телефону, а из 4х дошли до меня два, один неадекват, а у второго цены не с кем сравнить. В итоге, понимаешь, что переплатил. В общем, я просто перепоручил это все ремонтному вопросу. Присылают проверенных для сравнения, контролируют чтоб дошли, чтоб сметы выслали и т п. Подробно говорить не буду, вот адрес на услугу о которой говорю",65,5.0
"Хочу поделиться своим хорошим опытом ремонта дома. Работу выполнила команда ""Профстроя"" и одним из преимуществ является то, что нам предоставили бесплатный дизайн, который помог нам сделать правильный выбор при выборе готового изделия и косметического продукта. Оказывается, стоимость работ очень высока для среднего бизнеса, что удивляет. Сотрудники компании уважают наши потребности и пожелания. Итак, мы получили красивую, функциональную квартиру, которая оправдала все наши потребности и ожидания. Реставрация была проведена на самом высоком уровне. Все сотрудники закрыты и все проблемы решаются моментально и в минимальные сроки.",65,5.0
"Я хочу поделиться своим положительным опытом ремонта квартиры. Работы проводила команда Профстрой.Один из преимуществ заключался в том, что нам предоставили бесплатный дизайн-проект, что помогло нам сделать правильный выбор при выборе отделочных материалов и декоративных элементов.Стоимость работ оказалась довольно средней по рынку, что приятно удивило. Сотрудники компании уважительно относились к нашим пожеланиям и потребностям. В результате мы получили красивую, функциональную квартиру, которая удовлетворяет все наши требования и ожидания. Ремонт прошел на высшем уровне. Все сотрудники были на связи, любые проблемы решались в режиме реального времени, с минимум наших временных затрат.",65,5.0
"Пользовался услугами Андрея Довжанского. За нормальную оплату - запрошенные им количество денег и в указанные им сроки (наличными, без договора и т.д.)) я получил достаточно посредственный ремонт. Андрей постоянно всё забывает (вплоть до того, что не приехал на назначенную встречу на объект и моя семья из-за него потеряла полдня), контроль за своими работниками осуществляет не всегда и не полностью (набрал много объектов и просто везде не успевает, плюс опять его забывчивость), может что-то пообещать и не выполнить и т.д. Как результат, после ремонта моего ребёнка и меня ""било током"" из-за незаземленного полотенце сушителя (приехали устранять спустя 3 дня, со словами ""..а вы не пользуйтесь..""). Стены и полы не ровные, плитка приклеена тоже не ровно - ссылаются на то, что поверхности не ровные, плитка тоже не ровная и т.д. Вообщем всё вокруг плохо, но ""они делают качественно"". В итоге вызвал других специалистов, которые в рамках договоров, начали исправлять ""косяки бригады Довжанского"". Вообщем всё вокруг плохо, но ""они делают качественно"". Один раз Андрей был даже уличён в том, что пытался повторно предъявить мне чек на оплату (ранее уже мной оплаченный)!!! В итоге вызвал других специалистов, которые в рамках договоров, начали исправлять ""косяки бригады Довжанского"". Не рекомендую данного человека как исполнителя.",26,2.0
Ломоносов Сергей Владимирович знаем как отличного человека и хорошего достойного мастера! Прочитали плохой отзыв и считаем что он не соответсвует действительности так как содруничаем с этим человек у же лет 10 полностью доверяем ему и не капельки не желеем мы с ним выполнили у же порядка 6 квартир и все прошло замечательно и даже дальнейшее обслуживание квартиры он выполнял отлично ! Всем добра ребят,65,5.0
"Сделали ремонт в квартире на 113м2 за 4 месяца! Без особого моего участия. До этого делал сам искал разных подрядчиков и прям кучу времени на это уходило. Здесь все взаимодействие вел менеджер проекта и мне нужно было только отправлять деньги, проверять отчеты, очень удобно, экономит время и энергию, а результат очень крутой.",65,5.0
"Я вот тоже доверил Казакову свой ремонт квартиры. Он классно продает, но ничего не делает и кидает на деньги. За 3 недели так и не сделал 1 этап, взял аванс за работы и материалы и постоянно врал, извинялся и обещал вернуть аванс. Хочу вскрыть его подлую личину и предупредить всех не иметь с этим мошенником дел и тем более не отдавать ему деньги. В доказательство моих слов можете пробить его по базе судебных приставов и его организации. Там долгов немеряно. Все видео и фото доказательства могу предоставить",13,1.0
"НЕ связывайтесь с Самвелом! Сделал пластиковые трубы в ванной, теперь не проходит горячая вода из крана!!!! Видимо запаял отверстие в трубе? КАК вообще такое возможно? ОН не профессионально работает, даже трубу не очищает при сварке .НЕ рекомендую, отказывайтесь от его услуг. ТЕПЕРЬ нужно переделывать трубы и тратить лишние деньги.29 сентября 2023г.",13,1.0
"ИП Давтян Гор Ваникович это отдельная история в разделе подрядчиков. Такого уровня безответственности и нплевательского отношения я не встречал давно. Сроки смело можно умножать на два, качество работ отвратительное, на все замечания и претензии ответ один-виноваты все вокруг, в том числе и Заказчик, только не он сам! Плюс постоянное вымогалово денег за невыполнение и не принятые работы. Балдакрут и мошенник. Никому не рекомендую иметь с этим персонажем хоть какие-то дела",13,1.0
"Натяжные потолки являются популярным выбором для домов благодаря своей эстетической привлекательности и функциональности. Они устанавливаются на специальные каркасы, которые закрепляются к стенам или потолку. Вот некоторые преимущества натяжных потолков для домов:",65,5.0
"Сделала косметический ремонт в ванной комнате. Результатом довольна, вышло бюджетно за счет использования отечественных материалов! Очень рекомендую данную фирму",65,5.0
"Договорились на штукатурку стен, потом Кормили завтраками неделю, что приезжаем завтра. Потом выключили телефон. Шаражка, не рекомендуется",13,1.0
". Берется за все, а делать ничего не умеет, кроме как деньги брать и материал портить. Кафель кладет на четыре шлепка, стены красит даже не подготовив их к покраске и вокруг розеток. За вашей спиной может нанять таких же мастеров, как и он сам, чтобы испортить инженерную доску. Вам придется после его работы делать новый ремонт, с новыми материалами, так как купленные он испортит. Ответственность не несёт, возмещать ничего не будет!",13,1.0
"Титков Александр Валентинович представляется мастером на все руки. По факту, кафель установлен на шлепки, стены к покраски не подготовил, краску сверху наляпал, розетки не снял, вокруг них намазал. Инженерную доску не положил, нанял сам втихаря где-то мастеров, которые испортили материал. Деньги брал за все, даже за дорогу. Перепортил весь материал, теперь нужно все переделывать. Ответственность нести не хочет, очень непорядочный. Делать по факту не умеет ничего!",13,1.0
"Мы сделали проект дизайна сами и начали искать подрядчика для работы по нашему проекту. наткнулись на форсмонтаж, там у них и свой дизайнер есть, и все рабочие, в общем целая команда. Так как дизайн не был нужен, но по не самому дорогому тарифу хотелось, просто подогнали под имеющиеся дизайны наш. В итоге все обговорили по материалам, нам подсказали где можно сэкономить а где экономить не стоит. посмотрели квартиру и согласовали смету. Дальше уже рабочие заехали. нам понравилось, что мы в принципе не особо дергались, за нас все делали, нам только надо было смотреть отчеты, ну и периодически ездили смотреть ремонт. На все про все ушло семь месяцев, чуть больше чем планировалось но нам было не к спеху. Остались очень довольны работой. Получилось так красиво, что теперь думаем еще сделать дачу примерно так же.",65,5.0
"У Алексея Николаева отработанные сценарии заманивания заказчиков в ремонт с этими так называемыми профессионалами. Главное раздуть сильнее щеки и назвать себя ""экспертом в ремонте"", не имея за спиной строительного образования, зато ю-туб хорошо работает.",13,1.0
"Пришлось столкнуться с этим человеком в 2019, понабрали они объектов. И там и сям надо им ремонтом заняться, и у нас они взялись за ванную, а ванная у нас совмещённая, и жили мы в этой квартире.....(кто так делал ремонт,никуда не съезжая, поймёт)постоянно им звонили, торопили, они в этот день должны быть у нас, а они на другом объекте, там надо побыстрее,а то что нам не помыться,не понужде сходить,это их не волнует... В итоге постоянно их ждали,начинаешь звонит, а в ответ слышишь-""А мои какие проблемы,как человек освободиться так и приедет к вам"",хамоватый мужчинка....А изначально когда приходит,насчитывает одну стоимость за работу, а когда договор составлен с ним, оказывается, что он забывает то это и то то включить в эту сумму... Если нервы дороги, то не обращайтесь",13,1.0
Берет предоплату за ремонт и стройку присылает разнорабочих портить материал после того как выгоняешь с объекта будет вам звонить пьяный. Андрей Юрьевич Тархов 08.09.1983 г.р. Сам ничего не умеет и не понимает работает в паре с женой тархова Марина Васильевна в процедуре банкротства поэтому кидает всех подряд с умыслом что все спишут,13,1.0
"Наняла этого человека по фаилии Катушенко Юрий, для ремонта всей квартиры, он клятвенно обещал закончить ремонт через три месяца, начали работы в ноябре и закончить должны были в январе, ремонт простой покрасить потолки, заменить пол, положить ламинат, обои наклеить и сантехника, всё было неплохо поначалу, он заказывал материалы, отдавал чеки, я оплачивала, и также аванс, что он просил, за два месяца всё сделали и дошло дело до сан.узла и вот тут начинается кошмар, оказывается инсталяция в хрущёвку не становится нормально, унитаз пришлось повернуть в угол, он привёз гофротрубу и давай с меня требовать 3500 рублей за эту гофру, потом ещё доп.расходы насчитал за бензин, за свои услуги, что он в магазин заезжал, который рядом со мной находится, в общем ещё плюсом 10 000 тысяч рублей, и когда я ему сказал, что не буду это всё оплачивать он просто в тихушку собрался всё бросил, недоделал и ушёл, хотя в начале ремонта я у него спрашивала, будет ли с меня браться какая то дополнительная плата, он щаверил, что нет. Поэтому нанимая этого человека для ремонта, лучше всё оговаривать в переписки, очень любит задрать ценну ща свою работу, мало того делает ооооочень медленно, по итогу затенул мне ремонт, всё бросил и ушел!",13,1.0
"Вообще не умеет ничего. Руки кривые настолько, что даже страшно становиться. Работал буквально два-три часа в день. Такую халтуру еще надо постараться сделать. Его номер телефона 8-977-279-4849",13,1.0
"Договорились с Леонидом. А он просто слился не объясняя причин, трубку на брал на сообщения не отвечал. В итоге ответила его жена или еще кто-то . Мой совет будь мужиком отвечай за свой базар!",13,1.0
"Огромное спасибо компании «М2» за качественный и быстрый ремонт нашей кухни 14 квадратных метров. Все мастера фирмы отличные, были очень внимательны и деликатны во всех вопросах! Сделали качественно и без задержек. Прорабу Михаилу - отдельное спасибо за координацию всех процессов. Получилось все очень красиво! Справились в то время как мы и ожидали, для нас важно было успеть в сроки, ну естественно чтобы и качество было супер, компания справилась на ура.",65,5.0
"Капитальный ремонт двухкомнатной квартиры сделан очень хорошо, поэтому написал положительный отзыв. Двухкомнатная квартира – вторичка в доме 1987 года постройки куплена у пожилых людей. Коммуникации, электрика, окна, двери, всё досталось в том виде, что и был в начале девяностых от ремонта собственными руками предыдущего хозяина. Нужен был полный демонтаж до бетона и все работы с нуля как в новостройке только без перегородок. Я принимал активное участие в выборе материалов и контроле за выполнением работ. В процессе все вопросы достаточно быстро согласовывались и проблем не возникало. Регулярно получал от Степана фото и видеоотчеты о ходе выполнения и по срытым работам. Сроки разумные, простоев не было. Закончили около двух месяцев назад. Ремонтом доволен. Кому нужны реальные рекомендации по работе Степана обращайтесь 89263065844",65,5.0
"При обращении в компанию Фараон-ремонт, у меня был очень положительный опыт, надежная и ответственная команда по ремонту. Если в двух словах, то в ремонте я всем остался вполне доволен. Во-первых, стоимость работ мне показалась адекватной,с учетом поднятия цен на все в этом году. Во-вторых, рабочие все сделали на совесть. Работы шли бесперебойно и плодотворно. Каждый раз приезжая посмотреть как идёт процесс, удивлялся скорости продвижения. Все обговоренные сроки были соблюдены, качество работ, нас полностью устроило. Даже немного расстроились, что все так быстро закончилось, так как для нас это были приятные хлопоты.",65,5.0
"Фото его и работ вложила .Это не все косяки.Потолок меня не устроил , прораб порекомендовал ему перевести деньги ,мастер купит новый потолок и установит (хотя эта фирма-шарашка потом заявили что расчеты подобные запрещены) В итоге он взял деньги пропал, не доделав ремонт",13,1.0
"К сожелению начал стройку и не проверил в интернете что это за человек. Выбор прораба, была моя большая ошибка. Все что здесь написанно, все было у меня. Сплошной обман, не проффессиализм, воровство, отсутсвие контроля на объекте.",13,1.0
"Ольга из Северного Бутово ( ее тел. 89639761185) ужасающим образом сделала мне грунтовку под жидкие обои. Халтурщица и мошенница.Работает она вдвоем с напарницей.Еще на мокрых обоях выступили огромные желтые пятна.Эта на вид приличная женщина, пожилая, оказалась не только отвратительным мастером, но и подлым человеком. Когда только выступили желтые пятна, я спросила что это такое. она мне ответила, что это, мол, просто мокрые стены.Но прошло три дня, стены высохли, а пятна никуда не делись.Я ей позвонила, но она перестала отвечать на звонки.Попросту начала прятаться, загубив мне дорогие обои, на которые я откладывала несколько месяцев. Она даже не подумала перезвонить, извиниться за свою халтуру и приехать и все переделать.Взяв за свою ""работу"" приличную для меня сумму, она просто обокрала меня.Ни в коем случае не обращайтесь к этой ""специалистке""!Потратите деньги, а от результата будете в шоке.",13,1.0
"Долгов Алексей - очень приятный в общении человек, чудесно рисует, к сожалению на этом всё положительное заканчивается. Пытался в течении года сделать ремонт на 90 кв.м., но не смог! Само не делалось, а желание работать и контролировать работу не появилось, интерес к обьекту пропал, когда авансирование прекратилось из-за отсутвия принятых выполненных работ.Зря потраченные деньги, время, нервы, нет ни одной позициции сделанной нормально, теперь нужно всё отодрать и переделать.После года ремонта, еще полгода расторгали договор, так как желания отчитываться по материалам у него тоже не было, деньги вернул. Заявленную в договоре схему электрики не предоставил, ни одного акта према-передачи не подписали.",13,1.0
"Обратились в компанию М2, чтобы сделать ремонт в новостройке. Приехал сотрудник компании Николай, чтобы оценить работы. После просмотра объекта, нам была предоставлена смета со всеми расчетами и замерами. Договор был подписан и вот, спустя некоторое количество времени, мы наслаждаемся результатом. Очень удобно, что все материалы компания заказывала сама,предоставляли чеки. Они профессионалы своего дела, знают как сделать тот или иной момент лучше и как будет удобнее. Работы выполнялись чисто, после каждого этапа все убрано, мусор вывезли, мы остались довольны. Посоветовали своим родственникам, потому найти добросовестных, ответственных работников не так легко. Спасибо огромное компании за наш ремонт, теперь каждый день просыпаемся в своей уютной квартире.",65,5.0
"Ремонт, который выполнили специалисты в нашем доме, превосходен. Все стильно и продуманно. Видно, что мастера работали грамотно и на совесть. Молодцы!",65,5.0
Рады были знакомству с новой компанием! Не разу не пожалели что обратились к Вам! Сделали все на высшем уровне! Спасибо!,65,5.0
"Нистор Виктор Иванович. Действует в Петербурге, ранее также в Перми и Москве. Имеет ИП, зарегистрированное по месту прописки в поселке Курган Пермской обл. Был заключён договор на ремонт квартиры. Сначала работы производились более-менее быстро и адекватно. Стоило уехать и доверить делать ремонт в свое отсутствие, как начались проблемы. То нельзя дозвониться, то делают неправильно, то не делают совсем. Под разными предлогами полная сумма договора была по частям выпрошена вперёд. Кроме того, в процессе ремонта смета была увеличена примерно на треть и получился значительный перерасход по материалам. Через полгода после начала работ ремонт так и не был закончен, а работы прорабом брошены. Деньги вернуть отказался. Качество того, что было сделано оказалось ужасным: кривые стены и потолки, испорченные окно и паркет, плитка отошла, теплый пол не работает, электрика потеряна в стенах, звукоизоляция в зашитые потолок и стены заложена не везде, разводка сантехники с грубыми нарушениями и т. д. Как выяснилось позже этот тип систематически обманывал не только меня, но и нанимаемых рабочих, а также неоднократно выступал ответчиком в судебных процессах. Перед концом работ выпросил небольшую сумму в долг, под предлогом, что нечем заплатить за квартиру. Деньги не вернул, несмотря на многочисленные обещания. В общем мошенник и аферист. Будьте осторожны!",13,1.0
"Доверили свою квартиру Андрею под ключ. У нас площадь небольшая, 60 квадратов, но работы много было. Окончательный результат нас приятно удивил – качественная реализация нашего дизайн-проекта. Проблем не было на всех этапах работ.",65,5.0
"Заказывала капитальный ремонт квартиры под ключ, чтобы не участвовать в процессе. Быстро взялись и быстро порешали все насущные моменты. После утверждения проекта и сметы меня никто не дергал. Работали хорошо и в четкие сроки сдали мне квартиру! Высший класс! Ни одного недочета!",65,5.0
"Нам сделали отличный ремонт в совмещенном санузле, был он мягко говоря в запущенном состоянии после покупки, но мастерам удалось это исправить. Закупали материалы они самостоятельно, с нас был только расчет, доставка в том числе контролировалась ими, сметана нам была предоставлена и неточностей в ней не было обнаружено",65,5.0
"В начале июня 2022 года по рекомендации делал ремонт плиточник Владимир Петрович Екасёв из Донецкой области. Он Аферист, патологический врун, обманщик, мошенник!!! Берет деньги вперёд аванс 100000 руб, через неделю работы, просит ещё заплатить 100000 руб, так как жене машину хочет купить, не доделывает работу до конца, сбегает с объекта, обманывает в закупке материалов, чеки липовые, отвозит вас к знакомым продавцам-подельникам на рынок «Тарасовка» по Ярославке Московской области, которые накручивают ценник в 3 раза и в 2 раза дороже на плитку и сантехнику, Екасёв Владимир Петрович имеет там свой хороший процент, не профессиональный плиточник, испорченную плитку своими же руками и скрывая это, он кладёт ее на стены, нахваливая свою работу, что у него золотые руки, слоем клея по 3 см от стены, нарезка плитки очень грубая, поэтому швы у меня в ванной и туалете будут широкими при затирке, постоянно по разным причинам отсутствует на рабочем месте, не доложил плитку в ванной и в туалете, швы не затер, сантехнику не поставил, просто бросил работу и уехал… а деньги 200000 руб взял за работу…",13,1.0
"Плохо все. Начиная с качества проделанных работ, заканчивая тем, что пользуясь моей невозможностью постоянно следить за процессом, вместо закупленных мною дорогих материалов использовал низкокачественные, мои же присваивал себе (например: кабеля, трубы, различные растворы и пр.) Одним словом - ужас !",13,1.0
"До безумия довольна ремонтом, и хочу сказать спасибо за качественный и быстрый ремонт в квартире – все получилось так, как мы планировали. Ребята работали профессионально и аккуратно. Закончили ровно в срок и в смету полностью уложились!",65,5.0
"До безумия довольна ремонтом, и хочу сказать спасибо за качественный и быстрый ремонт в квартире – все получилось так, как мы планировали. Ребята работали профессионально и аккуратно. Закончили ровно в срок и в смету полностью уложились.",65,5.0
"На что сразу стоит обратить внимание: это наличие и подписание договора на все виды работ с гарантией, т.е. мастер понимает и несет свою ответственность за то, что он делает. Очень важный момент составление сметы расходов на каждый конкретный этап работы с описанием единичных расценок, уход от так называемого метода расчета за «м2», т.е. заказчик конкретно понимает то, за что он платит свои деньги. Интересный формат расчета, оплата по факту выполненных работ каждые 10 дней. Конечно, откровенно говоря, такой поход немного «напрягал» в необходимости подбора каждые 10 дней денег на расчёт. Но, как оказалось, плюсов в этом подходе в разы больше, чем минусов, у меня была уникальная возможность контролировать практически каждый этап, видеть, как сделано, какие материалы использовались, а не получить в итоге готовый продукт в красивой обертке и думать, а все ли там сделано. Также приятным ощущением при таком подходе стал тот факт, что к моменту последней оплаты сумма оказалась довольно символическая (т.е. умеренное распределение денежных средств по всему периоду ремонта). Кроме того, каждый этап оформлялся актом подписания выполненных работ.",65,5.0
